scenario,fraction,prep_minutes,fold,origin,target_time,source_start,tau,eligible_alert_order_for_source,destination_start,delta_per_interval,status,observed_production,source_weight,destination_weight,scenario_label,demand_scope
C,0.2,15,0,2021-04-27 12:30:00,2021-04-27 13:30:00,2021-04-27 13:00:00,176.5,1,,32.7,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-27 12:45:00,2021-04-27 13:45:00,2021-04-27 13:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-27 13:45:00,2021-04-27 14:45:00,2021-04-27 14:00:00,176.5,1,,30.4,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-27 14:30:00,2021-04-27 15:30:00,2021-04-27 15:00:00,176.5,1,,28.750000000000004,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-27 14:45:00,2021-04-27 15:45:00,2021-04-27 15:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 07:15:00,2021-04-28 08:15:00,2021-04-28 08:00:00,176.5,1,,32.800000000000004,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 07:30:00,2021-04-28 08:30:00,2021-04-28 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 07:45:00,2021-04-28 08:45:00,2021-04-28 08:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 08:15:00,2021-04-28 09:15:00,2021-04-28 09:00:00,176.5,1,,31.9,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 08:30:00,2021-04-28 09:30:00,2021-04-28 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 08:45:00,2021-04-28 09:45:00,2021-04-28 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 09:30:00,2021-04-28 10:30:00,2021-04-28 10:00:00,176.5,1,,30.150000000000002,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 09:45:00,2021-04-28 10:45:00,2021-04-28 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 10:15:00,2021-04-28 11:15:00,2021-04-28 11:00:00,176.5,1,,33.45,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 10:45:00,2021-04-28 11:45:00,2021-04-28 11:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 12:45:00,2021-04-28 13:45:00,2021-04-28 13:00:00,176.5,1,,32.45,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 13:30:00,2021-04-28 14:30:00,2021-04-28 14:00:00,176.5,1,,30.150000000000002,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 13:45:00,2021-04-28 14:45:00,2021-04-28 14:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 14:45:00,2021-04-28 15:45:00,2021-04-28 15:00:00,176.5,1,,28.000000000000004,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-28 18:15:00,2021-04-28 19:15:00,2021-04-28 19:00:00,176.5,1,,23.35,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-29 07:15:00,2021-04-29 08:15:00,2021-04-29 08:00:00,176.5,1,,32.800000000000004,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-29 07:30:00,2021-04-29 08:30:00,2021-04-29 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-29 07:45:00,2021-04-29 08:45:00,2021-04-29 08:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-29 08:15:00,2021-04-29 09:15:00,2021-04-29 09:00:00,176.5,1,,31.9,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-29 08:30:00,2021-04-29 09:30:00,2021-04-29 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-29 08:45:00,2021-04-29 09:45:00,2021-04-29 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-29 09:30:00,2021-04-29 10:30:00,2021-04-29 10:00:00,176.5,1,,30.150000000000002,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-29 09:45:00,2021-04-29 10:45:00,2021-04-29 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-29 10:15:00,2021-04-29 11:15:00,2021-04-29 11:00:00,176.5,1,,33.45,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-29 12:45:00,2021-04-29 13:45:00,2021-04-29 13:00:00,176.5,1,,32.45,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-29 13:45:00,2021-04-29 14:45:00,2021-04-29 14:00:00,176.5,1,,30.150000000000002,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-29 14:45:00,2021-04-29 15:45:00,2021-04-29 15:00:00,176.5,1,,28.000000000000004,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-29 18:15:00,2021-04-29 19:15:00,2021-04-29 19:00:00,176.5,1,,23.35,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-30 07:15:00,2021-04-30 08:15:00,2021-04-30 08:00:00,176.5,1,,32.65,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-30 07:30:00,2021-04-30 08:30:00,2021-04-30 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-30 07:45:00,2021-04-30 08:45:00,2021-04-30 08:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-30 08:15:00,2021-04-30 09:15:00,2021-04-30 09:00:00,176.5,1,,30.500000000000004,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-30 08:30:00,2021-04-30 09:30:00,2021-04-30 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-30 08:45:00,2021-04-30 09:45:00,2021-04-30 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-30 09:30:00,2021-04-30 10:30:00,2021-04-30 10:00:00,176.5,1,,32.1,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-30 09:45:00,2021-04-30 10:45:00,2021-04-30 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-30 10:15:00,2021-04-30 11:15:00,2021-04-30 11:00:00,176.5,1,,31.200000000000003,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-30 10:30:00,2021-04-30 11:30:00,2021-04-30 11:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-30 10:45:00,2021-04-30 11:45:00,2021-04-30 11:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-04-30 12:45:00,2021-04-30 13:45:00,2021-04-30 13:00:00,176.5,1,,30.15,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 07:30:00,2021-05-03 08:30:00,2021-05-03 08:00:00,176.5,1,,34.95,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 07:45:00,2021-05-03 08:45:00,2021-05-03 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 08:15:00,2021-05-03 09:15:00,2021-05-03 09:00:00,176.5,1,,34.00000000000001,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 08:30:00,2021-05-03 09:30:00,2021-05-03 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 08:45:00,2021-05-03 09:45:00,2021-05-03 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 09:30:00,2021-05-03 10:30:00,2021-05-03 10:00:00,176.5,1,,29.700000000000003,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 09:45:00,2021-05-03 10:45:00,2021-05-03 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 10:15:00,2021-05-03 11:15:00,2021-05-03 11:00:00,176.5,1,,34.75,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 10:30:00,2021-05-03 11:30:00,2021-05-03 11:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 10:45:00,2021-05-03 11:45:00,2021-05-03 11:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 12:15:00,2021-05-03 13:15:00,2021-05-03 13:00:00,176.5,1,,35.75,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 12:30:00,2021-05-03 13:30:00,2021-05-03 13:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 12:45:00,2021-05-03 13:45:00,2021-05-03 13:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 13:15:00,2021-05-03 14:15:00,2021-05-03 14:00:00,176.5,1,,33.45,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 13:30:00,2021-05-03 14:30:00,2021-05-03 14:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 13:45:00,2021-05-03 14:45:00,2021-05-03 14:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 14:30:00,2021-05-03 15:30:00,2021-05-03 15:00:00,176.5,1,,30.85,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 14:45:00,2021-05-03 15:45:00,2021-05-03 15:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 15:15:00,2021-05-03 16:15:00,2021-05-03 16:00:00,176.5,1,,29.45,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 15:30:00,2021-05-03 16:30:00,2021-05-03 16:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-03 15:45:00,2021-05-03 16:45:00,2021-05-03 16:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 07:15:00,2021-05-04 08:15:00,2021-05-04 08:00:00,176.5,1,,34.25,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 07:30:00,2021-05-04 08:30:00,2021-05-04 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 07:45:00,2021-05-04 08:45:00,2021-05-04 08:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 08:15:00,2021-05-04 09:15:00,2021-05-04 09:00:00,176.5,1,,33.650000000000006,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 08:30:00,2021-05-04 09:30:00,2021-05-04 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 08:45:00,2021-05-04 09:45:00,2021-05-04 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 09:30:00,2021-05-04 10:30:00,2021-05-04 10:00:00,176.5,1,,32.1,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 09:45:00,2021-05-04 10:45:00,2021-05-04 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 10:15:00,2021-05-04 11:15:00,2021-05-04 11:00:00,176.5,1,,34.5,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 10:30:00,2021-05-04 11:30:00,2021-05-04 11:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 10:45:00,2021-05-04 11:45:00,2021-05-04 11:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 12:15:00,2021-05-04 13:15:00,2021-05-04 13:00:00,176.5,1,,33.05,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 12:30:00,2021-05-04 13:30:00,2021-05-04 13:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 12:45:00,2021-05-04 13:45:00,2021-05-04 13:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 13:30:00,2021-05-04 14:30:00,2021-05-04 14:00:00,176.5,1,,33.25,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 13:45:00,2021-05-04 14:45:00,2021-05-04 14:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 14:30:00,2021-05-04 15:30:00,2021-05-04 15:00:00,176.5,1,,31.799999999999997,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 14:45:00,2021-05-04 15:45:00,2021-05-04 15:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-04 15:15:00,2021-05-04 16:15:00,2021-05-04 16:00:00,176.5,1,,32.2,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-05 07:15:00,2021-05-05 08:15:00,2021-05-05 08:00:00,176.5,1,,4.1499999999999995,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-05 07:30:00,2021-05-05 08:30:00,2021-05-05 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-05 07:45:00,2021-05-05 08:45:00,2021-05-05 08:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 07:30:00,2021-05-06 08:30:00,2021-05-06 08:00:00,176.5,1,,37.0,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 07:45:00,2021-05-06 08:45:00,2021-05-06 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 08:15:00,2021-05-06 09:15:00,2021-05-06 09:00:00,176.5,1,,37.25,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 08:30:00,2021-05-06 09:30:00,2021-05-06 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 08:45:00,2021-05-06 09:45:00,2021-05-06 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 09:30:00,2021-05-06 10:30:00,2021-05-06 10:00:00,176.5,1,,32.9,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 09:45:00,2021-05-06 10:45:00,2021-05-06 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 10:15:00,2021-05-06 11:15:00,2021-05-06 11:00:00,176.5,1,,34.25000000000001,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 10:30:00,2021-05-06 11:30:00,2021-05-06 11:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 10:45:00,2021-05-06 11:45:00,2021-05-06 11:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 12:15:00,2021-05-06 13:15:00,2021-05-06 13:00:00,176.5,1,,33.25,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 12:30:00,2021-05-06 13:30:00,2021-05-06 13:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 12:45:00,2021-05-06 13:45:00,2021-05-06 13:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 13:15:00,2021-05-06 14:15:00,2021-05-06 14:00:00,176.5,1,,32.05,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 13:30:00,2021-05-06 14:30:00,2021-05-06 14:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 13:45:00,2021-05-06 14:45:00,2021-05-06 14:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 14:30:00,2021-05-06 15:30:00,2021-05-06 15:00:00,176.5,1,,30.9,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 14:45:00,2021-05-06 15:45:00,2021-05-06 15:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 15:15:00,2021-05-06 16:15:00,2021-05-06 16:00:00,176.5,1,,31.75,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 17:15:00,2021-05-06 18:15:00,2021-05-06 18:00:00,176.5,1,,25.05,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-06 17:30:00,2021-05-06 18:30:00,2021-05-06 18:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 07:15:00,2021-05-07 08:15:00,2021-05-07 08:00:00,176.5,1,,34.3,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 07:30:00,2021-05-07 08:30:00,2021-05-07 08:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 07:45:00,2021-05-07 08:45:00,2021-05-07 08:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 08:15:00,2021-05-07 09:15:00,2021-05-07 09:00:00,176.5,1,,34.0,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 08:30:00,2021-05-07 09:30:00,2021-05-07 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 08:45:00,2021-05-07 09:45:00,2021-05-07 09:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 09:30:00,2021-05-07 10:30:00,2021-05-07 10:00:00,176.5,1,,31.650000000000006,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 09:45:00,2021-05-07 10:45:00,2021-05-07 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 10:15:00,2021-05-07 11:15:00,2021-05-07 11:00:00,176.5,1,,32.7,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 10:30:00,2021-05-07 11:30:00,2021-05-07 11:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 10:45:00,2021-05-07 11:45:00,2021-05-07 11:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 12:30:00,2021-05-07 13:30:00,2021-05-07 13:00:00,176.5,1,,33.45,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 12:45:00,2021-05-07 13:45:00,2021-05-07 13:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 13:30:00,2021-05-07 14:30:00,2021-05-07 14:00:00,176.5,1,,30.6,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 13:45:00,2021-05-07 14:45:00,2021-05-07 14:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 14:30:00,2021-05-07 15:30:00,2021-05-07 15:00:00,176.5,1,,26.55,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-07 14:45:00,2021-05-07 15:45:00,2021-05-07 15:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-09 08:30:00,2021-05-09 09:30:00,2021-05-09 09:00:00,176.5,1,,31.6,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-09 08:45:00,2021-05-09 09:45:00,2021-05-09 09:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-09 09:30:00,2021-05-09 10:30:00,2021-05-09 10:00:00,176.5,1,,31.4,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-09 09:45:00,2021-05-09 10:45:00,2021-05-09 10:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-09 10:15:00,2021-05-09 11:15:00,2021-05-09 11:00:00,176.5,1,,32.75,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-09 10:30:00,2021-05-09 11:30:00,2021-05-09 11:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-09 10:45:00,2021-05-09 11:45:00,2021-05-09 11:00:00,176.5,3,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-09 12:15:00,2021-05-09 13:15:00,2021-05-09 13:00:00,176.5,1,,31.5,applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
C,0.2,15,0,2021-05-09 12:30:00,2021-05-09 13:30:00,2021-05-09 13:00:00,176.5,2,,,duplicate_after_applied,,,,사후 관측 생산량 기반 사후 가정 시나리오,partial_month_development_oof
