scenario,fraction,prep_minutes,fold,origin,target_time,source_start,tau,eligible_alert_order_for_source,destination_start,delta_per_interval,status,observed_production,source_weight,destination_weight,alarm_source,horizon,scenario_label
C,0.2,60,2,2021-08-05 07:30:00,2021-08-05 11:30:00,2021-08-05 11:00:00,175.0,2.0,,,duplicate_after_applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-05 07:45:00,2021-08-05 11:45:00,2021-08-05 11:00:00,175.0,3.0,,,duplicate_after_applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 04:15:00,2021-08-06 08:15:00,2021-08-06 08:00:00,175.0,1.0,,4.05,applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 04:30:00,2021-08-06 08:30:00,2021-08-06 08:00:00,175.0,2.0,,,duplicate_after_applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 04:45:00,2021-08-06 08:45:00,2021-08-06 08:00:00,175.0,3.0,,,duplicate_after_applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 05:00:00,2021-08-06 09:00:00,2021-08-06 08:00:00,175.0,4.0,,,duplicate_after_applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 05:15:00,2021-08-06 09:15:00,2021-08-06 09:00:00,175.0,1.0,,4.2,applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 05:30:00,2021-08-06 09:30:00,2021-08-06 09:00:00,175.0,2.0,,,duplicate_after_applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 05:45:00,2021-08-06 09:45:00,2021-08-06 09:00:00,175.0,3.0,,,duplicate_after_applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 06:00:00,2021-08-06 10:00:00,2021-08-06 09:00:00,175.0,4.0,,,duplicate_after_applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 06:30:00,2021-08-06 10:30:00,2021-08-06 10:00:00,175.0,1.0,,4.7,applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 06:45:00,2021-08-06 10:45:00,2021-08-06 10:00:00,175.0,2.0,,,duplicate_after_applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 07:00:00,2021-08-06 11:00:00,2021-08-06 10:00:00,175.0,3.0,,,duplicate_after_applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 07:15:00,2021-08-06 11:15:00,2021-08-06 11:00:00,175.0,1.0,,4.75,applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 07:30:00,2021-08-06 11:30:00,2021-08-06 11:00:00,175.0,2.0,,,duplicate_after_applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
C,0.2,60,2,2021-08-06 07:45:00,2021-08-06 11:45:00,2021-08-06 11:00:00,175.0,3.0,,,duplicate_after_applied,,,,original_operational,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-04-15 05:00:00,2021-04-15 09:00:00,2021-04-15 08:00:00,176.0,1.0,2021-04-15 21:15:00,3.7360349822802728,applied,766.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-04-15 09:15:00,2021-04-15 13:15:00,2021-04-15 13:00:00,176.0,1.0,2021-04-15 21:15:00,4.984631529883079,applied,1022.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-04-15 09:30:00,2021-04-15 13:30:00,2021-04-15 13:00:00,176.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-04-15 09:45:00,2021-04-15 13:45:00,2021-04-15 13:00:00,176.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-04-15 11:45:00,2021-04-15 15:45:00,2021-04-15 15:00:00,176.0,1.0,2021-04-15 20:15:00,3.2287926348166325,applied,662.0,3.0,2.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-04-16 05:00:00,2021-04-16 09:00:00,2021-04-16 08:00:00,176.0,1.0,2021-04-16 21:15:00,2.2386945912097196,applied,459.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-04-16 09:15:00,2021-04-16 13:15:00,2021-04-16 13:00:00,176.0,1.0,2021-04-16 21:15:00,8.081736247569728,applied,1657.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-04-16 09:30:00,2021-04-16 13:30:00,2021-04-16 13:00:00,176.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-04-16 09:45:00,2021-04-16 13:45:00,2021-04-16 13:00:00,176.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-04-16 11:45:00,2021-04-16 15:45:00,2021-04-16 15:00:00,176.0,1.0,2021-04-16 20:15:00,3.028822093989621,applied,621.0,3.0,2.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-03 04:30:00,2021-05-03 08:30:00,2021-05-03 08:00:00,176.0,1.0,2021-05-03 21:15:00,3.823826927033595,applied,784.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-03 04:45:00,2021-05-03 08:45:00,2021-05-03 08:00:00,176.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-03 05:00:00,2021-05-03 09:00:00,2021-05-03 08:00:00,176.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-03 05:15:00,2021-05-03 09:15:00,2021-05-03 09:00:00,176.0,1.0,2021-05-03 21:15:00,5.545524510251528,applied,1137.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-03 05:30:00,2021-05-03 09:30:00,2021-05-03 09:00:00,176.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-03 08:00:00,2021-05-03 12:00:00,2021-05-03 11:00:00,176.0,1.0,2021-05-03 21:15:00,7.667163175123484,applied,1572.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-03 09:15:00,2021-05-03 13:15:00,2021-05-03 13:00:00,176.0,1.0,2021-05-03 21:15:00,2.463051783357099,applied,505.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-03 09:30:00,2021-05-03 13:30:00,2021-05-03 13:00:00,176.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-03 09:45:00,2021-05-03 13:45:00,2021-05-03 13:00:00,176.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-03 10:00:00,2021-05-03 14:00:00,2021-05-03 13:00:00,176.0,4.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-04 04:30:00,2021-05-04 08:30:00,2021-05-04 08:00:00,176.0,1.0,2021-05-04 21:15:00,2.306977214906748,applied,473.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-04 05:45:00,2021-05-04 09:45:00,2021-05-04 09:00:00,176.0,1.0,2021-05-04 21:15:00,12.198202990447733,applied,2501.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-04 07:15:00,2021-05-04 11:15:00,2021-05-04 11:00:00,176.0,1.0,2021-05-04 21:15:00,4.589567778493129,applied,941.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-04 11:00:00,2021-05-04 15:00:00,2021-05-04 14:00:00,176.0,1.0,2021-05-04 21:15:00,3.2092833137603387,applied,658.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-04 11:45:00,2021-05-04 15:45:00,2021-05-04 15:00:00,176.0,1.0,2021-05-04 20:15:00,5.330921978632295,applied,1093.0,3.0,2.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-06 04:30:00,2021-05-06 08:30:00,2021-05-06 08:00:00,176.0,1.0,2021-05-06 21:15:00,2.067988031967148,applied,424.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-06 04:45:00,2021-05-06 08:45:00,2021-05-06 08:00:00,176.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-06 05:00:00,2021-05-06 09:00:00,2021-05-06 08:00:00,176.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-06 05:15:00,2021-05-06 09:15:00,2021-05-06 09:00:00,176.0,1.0,2021-05-06 21:15:00,9.408370079397711,applied,1929.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-06 05:30:00,2021-05-06 09:30:00,2021-05-06 09:00:00,176.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-06 05:45:00,2021-05-06 09:45:00,2021-05-06 09:00:00,176.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-06 06:00:00,2021-05-06 10:00:00,2021-05-06 09:00:00,176.0,4.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-06 07:00:00,2021-05-06 11:00:00,2021-05-06 10:00:00,176.0,1.0,2021-05-06 21:15:00,7.589125890898309,applied,1556.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-06 07:45:00,2021-05-06 11:45:00,2021-05-06 11:00:00,176.0,1.0,2021-05-06 21:15:00,11.998232449620719,applied,2460.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-07 04:45:00,2021-05-07 08:45:00,2021-05-07 08:00:00,176.0,1.0,2021-05-07 21:15:00,1.5656230147675816,applied,321.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-07 05:00:00,2021-05-07 09:00:00,2021-05-07 08:00:00,176.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-09 04:30:00,2021-05-09 08:30:00,2021-05-09 08:00:00,176.0,1.0,,,invalid_observed_source_production,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-09 04:45:00,2021-05-09 08:45:00,2021-05-09 08:00:00,176.0,2.0,,,invalid_observed_source_production,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-09 05:00:00,2021-05-09 09:00:00,2021-05-09 08:00:00,176.0,3.0,,,invalid_observed_source_production,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-10 04:30:00,2021-05-10 08:30:00,2021-05-10 08:00:00,176.0,1.0,2021-05-10 21:15:00,4.0823254310294885,applied,837.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-10 04:45:00,2021-05-10 08:45:00,2021-05-10 08:00:00,176.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-10 05:00:00,2021-05-10 09:00:00,2021-05-10 08:00:00,176.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-11 04:45:00,2021-05-11 08:45:00,2021-05-11 08:00:00,176.0,1.0,2021-05-11 21:15:00,3.1068593782147964,applied,637.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-11 06:00:00,2021-05-11 10:00:00,2021-05-11 09:00:00,176.0,1.0,2021-05-11 21:15:00,7.520843267201281,applied,1542.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-11 09:15:00,2021-05-11 13:15:00,2021-05-11 13:00:00,176.0,1.0,2021-05-11 21:15:00,12.11041104569441,applied,2483.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-12 04:30:00,2021-05-12 08:30:00,2021-05-12 08:00:00,176.0,1.0,2021-05-12 21:15:00,3.3702352124747628,applied,691.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-12 04:45:00,2021-05-12 08:45:00,2021-05-12 08:00:00,176.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-12 07:30:00,2021-05-12 11:30:00,2021-05-12 11:00:00,176.0,1.0,2021-05-12 21:15:00,4.643218411397937,applied,952.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-12 09:30:00,2021-05-12 13:30:00,2021-05-12 13:00:00,176.0,1.0,2021-05-12 21:15:00,8.876741080613703,applied,1820.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,0,2021-05-12 10:00:00,2021-05-12 14:00:00,2021-05-12 13:00:00,176.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-01 04:30:00,2021-06-01 08:30:00,2021-06-01 08:00:00,177.0,1.0,2021-06-01 21:15:00,6.800738567492828,applied,1518.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-01 04:45:00,2021-06-01 08:45:00,2021-06-01 08:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-01 05:00:00,2021-06-01 09:00:00,2021-06-01 08:00:00,177.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-01 06:00:00,2021-06-01 10:00:00,2021-06-01 09:00:00,177.0,1.0,2021-06-01 21:15:00,4.3277427247681635,applied,966.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-01 06:30:00,2021-06-01 10:30:00,2021-06-01 10:00:00,177.0,1.0,2021-06-01 21:15:00,3.203246426717637,applied,715.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-01 06:45:00,2021-06-01 10:45:00,2021-06-01 10:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-01 07:00:00,2021-06-01 11:00:00,2021-06-01 10:00:00,177.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-01 07:15:00,2021-06-01 11:15:00,2021-06-01 11:00:00,177.0,1.0,2021-06-01 21:15:00,1.4784214277158323,applied,330.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-01 07:30:00,2021-06-01 11:30:00,2021-06-01 11:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-02 05:30:00,2021-06-02 09:30:00,2021-06-02 09:00:00,177.0,1.0,2021-06-02 21:15:00,8.709246228725993,applied,1944.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-02 05:45:00,2021-06-02 09:45:00,2021-06-02 09:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-02 06:00:00,2021-06-02 10:00:00,2021-06-02 09:00:00,177.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-02 06:45:00,2021-06-02 10:45:00,2021-06-02 10:00:00,177.0,1.0,2021-06-02 21:15:00,3.4227696084087746,applied,764.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-02 07:00:00,2021-06-02 11:00:00,2021-06-02 10:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-02 07:15:00,2021-06-02 11:15:00,2021-06-02 11:00:00,177.0,1.0,2021-06-02 21:15:00,9.779981747586852,applied,2183.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-02 09:30:00,2021-06-02 13:30:00,2021-06-02 13:00:00,177.0,1.0,2021-06-02 21:15:00,26.351741932801588,applied,5882.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-02 09:45:00,2021-06-02 13:45:00,2021-06-02 13:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-02 10:00:00,2021-06-02 14:00:00,2021-06-02 13:00:00,177.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-02 10:45:00,2021-06-02 14:45:00,2021-06-02 14:00:00,177.0,1.0,2021-06-02 21:15:00,4.802629607610219,applied,1072.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-02 11:00:00,2021-06-02 15:00:00,2021-06-02 14:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-03 04:30:00,2021-06-03 08:30:00,2021-06-03 08:00:00,177.0,1.0,2021-06-03 21:15:00,5.317837074844523,applied,1187.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-07 04:45:00,2021-06-07 08:45:00,2021-06-07 08:00:00,177.0,1.0,2021-06-07 21:15:00,3.9245368808456633,applied,876.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-07 05:00:00,2021-06-07 09:00:00,2021-06-07 08:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-07 05:15:00,2021-06-07 09:15:00,2021-06-07 09:00:00,177.0,1.0,2021-06-07 21:15:00,2.195231816911387,applied,490.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-07 09:45:00,2021-06-07 13:45:00,2021-06-07 13:00:00,177.0,1.0,2021-06-07 21:15:00,5.564240646130496,applied,1242.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-07 10:45:00,2021-06-07 14:45:00,2021-06-07 14:00:00,177.0,1.0,2021-06-07 21:15:00,6.406492853435274,applied,1430.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-08 12:00:00,2021-06-08 16:00:00,2021-06-08 15:00:00,177.0,1.0,2021-06-08 20:15:00,4.739908698555608,applied,1058.0,3.0,2.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-09 05:30:00,2021-06-09 09:30:00,2021-06-09 09:00:00,177.0,1.0,2021-06-09 21:15:00,5.461199152683634,applied,1219.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-09 05:45:00,2021-06-09 09:45:00,2021-06-09 09:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-09 06:30:00,2021-06-09 10:30:00,2021-06-09 10:00:00,177.0,1.0,2021-06-09 21:15:00,22.58848738952493,applied,5042.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-09 06:45:00,2021-06-09 10:45:00,2021-06-09 10:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-09 07:45:00,2021-06-09 11:45:00,2021-06-09 11:00:00,177.0,1.0,2021-06-09 21:15:00,3.4810104525309136,applied,777.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-09 10:00:00,2021-06-09 14:00:00,2021-06-09 13:00:00,177.0,1.0,2021-06-09 21:15:00,6.518494476747079,applied,1455.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 04:45:00,2021-06-14 08:45:00,2021-06-14 08:00:00,177.0,1.0,2021-06-14 21:15:00,0.9766541552789436,applied,218.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 05:00:00,2021-06-14 09:00:00,2021-06-14 08:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 05:15:00,2021-06-14 09:15:00,2021-06-14 09:00:00,177.0,1.0,2021-06-14 21:15:00,3.1405255176630256,applied,701.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 05:30:00,2021-06-14 09:30:00,2021-06-14 09:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 06:00:00,2021-06-14 10:00:00,2021-06-14 09:00:00,177.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 06:30:00,2021-06-14 10:30:00,2021-06-14 10:00:00,177.0,1.0,2021-06-14 21:15:00,1.9443481806929428,applied,434.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 06:45:00,2021-06-14 10:45:00,2021-06-14 10:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 07:30:00,2021-06-14 11:30:00,2021-06-14 11:00:00,177.0,1.0,2021-06-14 21:15:00,6.052567723769967,applied,1351.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 07:45:00,2021-06-14 11:45:00,2021-06-14 11:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 09:30:00,2021-06-14 13:30:00,2021-06-14 13:00:00,177.0,1.0,2021-06-14 21:15:00,12.718904343288628,applied,2839.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 09:45:00,2021-06-14 13:45:00,2021-06-14 13:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 10:00:00,2021-06-14 14:00:00,2021-06-14 13:00:00,177.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 10:15:00,2021-06-14 14:15:00,2021-06-14 14:00:00,177.0,1.0,2021-06-14 21:15:00,4.408383893552663,applied,984.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 11:30:00,2021-06-14 15:30:00,2021-06-14 15:00:00,177.0,1.0,2021-06-14 20:15:00,4.30086233517333,applied,960.0,3.0,2.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 11:45:00,2021-06-14 15:45:00,2021-06-14 15:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 12:00:00,2021-06-14 16:00:00,2021-06-14 15:00:00,177.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 12:15:00,2021-06-14 16:15:00,2021-06-14 16:00:00,177.0,1.0,2021-06-14 20:15:00,3.3331683097593308,applied,744.0,3.0,2.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 14:00:00,2021-06-14 18:00:00,2021-06-14 17:00:00,177.0,1.0,2021-06-14 20:15:00,6.348252009313134,applied,1417.0,3.0,2.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 14:15:00,2021-06-14 18:15:00,2021-06-14 18:00:00,177.0,1.0,2021-06-14 20:15:00,3.7139738290194693,applied,829.0,3.0,2.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-14 14:30:00,2021-06-14 18:30:00,2021-06-14 18:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-15 04:30:00,2021-06-15 08:30:00,2021-06-15 08:00:00,177.0,1.0,2021-06-15 21:15:00,9.497737656841103,applied,2120.0,2.0,1.75,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-15 04:45:00,2021-06-15 08:45:00,2021-06-15 08:00:00,177.0,2.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
D,0.2,30,1,2021-06-15 05:00:00,2021-06-15 09:00:00,2021-06-15 08:00:00,177.0,3.0,,,duplicate_after_applied,,,,perfect_information_reference,16,사후 관측 생산량 기반 가정 시나리오
