segment_id,source,label,start,end,n_samples,duration_seconds
315,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:37:09.360,2022-07-12 00:37:13.460,42,4.199999999999999
316,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:37:17.426,2022-07-12 00:37:20.226,29,2.9
317,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:37:25.356,2022-07-12 00:37:27.256,20,2.0
318,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:37:33.270,2022-07-12 00:37:33.970,8,0.7999999999999999
319,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:37:42.318,2022-07-12 00:37:47.218,50,5.0
320,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:37:49.246,2022-07-12 00:37:53.946,48,4.8
321,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:37:57.236,2022-07-12 00:38:00.736,36,3.6
322,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:38:05.247,2022-07-12 00:38:07.147,20,2.0
323,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:38:13.239,2022-07-12 00:38:14.039,9,0.9
324,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:38:22.496,2022-07-12 00:38:27.396,50,5.0
325,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:38:29.302,2022-07-12 00:38:34.202,50,5.0
326,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:38:37.296,2022-07-12 00:38:40.996,38,3.8000000000000003
327,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:38:45.418,2022-07-12 00:38:48.818,35,3.5
328,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:38:53.456,2022-07-12 00:38:55.656,23,2.3000000000000003
329,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:39:01.416,2022-07-12 00:39:02.216,9,0.9
330,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:39:10.908,2022-07-12 00:39:15.808,50,5.0
331,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:39:17.687,2022-07-12 00:39:22.587,50,5.0
332,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:39:25.531,2022-07-12 00:39:29.231,38,3.8000000000000003
333,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:39:33.471,2022-07-12 00:39:35.771,24,2.4
334,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:39:41.284,2022-07-12 00:39:42.884,17,1.7000000000000002
335,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:39:49.306,2022-07-12 00:39:49.306,1,0.1
336,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:39:51.184,2022-07-12 00:39:56.084,50,5.0
337,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:39:57.839,2022-07-12 00:40:02.739,50,5.0
338,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:40:05.260,2022-07-12 00:40:09.360,42,4.199999999999999
339,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:40:13.200,2022-07-12 00:40:16.200,31,3.1
340,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:40:21.200,2022-07-12 00:40:22.700,16,1.6
341,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:40:29.245,2022-07-12 00:40:29.445,3,0.30000000000000004
342,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:40:37.167,2022-07-12 00:40:37.367,3,0.30000000000000004
343,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:40:39.236,2022-07-12 00:40:44.136,50,5.0
344,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:40:45.865,2022-07-12 00:40:50.765,50,5.0
345,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:40:53.176,2022-07-12 00:40:57.476,44,4.3999999999999995
346,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:41:01.166,2022-07-12 00:41:04.066,30,3.0
347,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:41:09.181,2022-07-12 00:41:10.981,19,1.9000000000000001
348,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:41:17.117,2022-07-12 00:41:17.317,3,0.30000000000000004
349,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:41:19.199,2022-07-12 00:41:24.099,50,5.0
350,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:41:25.865,2022-07-12 00:41:30.765,50,5.0
351,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:41:33.240,2022-07-12 00:41:37.340,42,4.199999999999999
352,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:41:41.292,2022-07-12 00:41:44.192,30,3.0
353,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:41:49.471,2022-07-12 00:41:50.771,14,1.4000000000000001
354,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:41:57.470,2022-07-12 00:41:57.570,2,0.2
355,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:42:06.134,2022-07-12 00:42:11.034,50,5.0
356,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:42:13.314,2022-07-12 00:42:17.714,45,4.5
357,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:42:21.316,2022-07-12 00:42:24.616,34,3.4
358,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:42:29.388,2022-07-12 00:42:32.488,32,3.2
359,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:42:37.291,2022-07-12 00:42:39.191,20,2.0
360,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:42:45.343,2022-07-12 00:42:45.843,6,0.6
361,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:42:47.528,2022-07-12 00:42:52.428,50,5.0
362,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:42:54.375,2022-07-12 00:42:59.275,50,5.0
363,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:43:01.514,2022-07-12 00:43:05.914,45,4.5
364,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:43:09.436,2022-07-12 00:43:12.736,34,3.4
365,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:43:17.444,2022-07-12 00:43:19.444,21,2.1
366,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:43:25.297,2022-07-12 00:43:26.597,14,1.4000000000000001
367,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:43:33.096,2022-07-12 00:43:33.196,3,0.2
368,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:43:35.064,2022-07-12 00:43:39.964,50,5.0
369,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:43:41.601,2022-07-12 00:43:46.501,50,5.0
370,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:43:49.346,2022-07-12 00:43:53.346,41,4.1
371,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:43:57.268,2022-07-12 00:43:59.968,28,2.8000000000000003
372,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:44:05.295,2022-07-12 00:44:06.995,18,1.8
373,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:44:13.300,2022-07-12 00:44:13.700,5,0.5
374,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:44:15.484,2022-07-12 00:44:20.384,50,5.0
375,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:44:22.158,2022-07-12 00:44:27.058,50,5.0
376,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:44:29.332,2022-07-12 00:44:33.832,46,4.6
377,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:44:37.312,2022-07-12 00:44:40.412,32,3.2
378,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:44:45.286,2022-07-12 00:44:47.186,20,2.0
379,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:44:53.274,2022-07-12 00:44:53.874,7,0.7
380,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:45:02.356,2022-07-12 00:45:07.256,50,5.0
381,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:45:10.440,2022-07-12 00:45:15.340,50,5.0
382,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:45:17.244,2022-07-12 00:45:22.144,50,5.0
383,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:45:25.336,2022-07-12 00:45:28.636,34,3.4
384,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:45:33.352,2022-07-12 00:45:35.352,21,2.1
385,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:45:41.472,2022-07-12 00:45:42.272,9,0.9
386,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:45:50.892,2022-07-12 00:45:55.792,50,5.0
387,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:45:57.561,2022-07-12 00:46:02.461,50,5.0
388,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:46:05.548,2022-07-12 00:46:09.148,37,3.7
389,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:46:13.485,2022-07-12 00:46:16.085,27,2.7
390,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:46:21.424,2022-07-12 00:46:22.824,15,1.5
391,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:46:29.508,2022-07-12 00:46:29.508,1,0.1
392,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:46:31.584,2022-07-12 00:46:36.484,50,5.0
393,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:46:38.256,2022-07-12 00:46:43.156,50,5.0
394,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:46:45.658,2022-07-12 00:46:49.858,43,4.3
395,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:46:53.743,2022-07-12 00:46:56.643,30,3.0
396,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:47:01.644,2022-07-12 00:47:03.644,21,2.1
397,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:47:09.558,2022-07-12 00:47:10.058,6,0.6
398,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:47:11.896,2022-07-12 00:47:16.796,50,5.0
399,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:47:18.491,2022-07-12 00:47:23.391,50,5.0
400,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:47:25.788,2022-07-12 00:47:29.988,43,4.3
401,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:47:33.787,2022-07-12 00:47:36.587,29,2.9
402,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:47:41.964,2022-07-12 00:47:43.164,13,1.3
403,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:47:49.980,2022-07-12 00:47:49.980,1,0.1
404,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:47:59.731,2022-07-12 00:48:04.631,50,5.0
405,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:48:06.559,2022-07-12 00:48:11.459,50,5.0
406,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:48:14.176,2022-07-12 00:48:18.076,40,4.0
407,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:48:22.150,2022-07-12 00:48:24.850,28,2.8000000000000003
408,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:48:30.056,2022-07-12 00:48:31.656,17,1.7000000000000002
409,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:48:38.047,2022-07-12 00:48:38.347,4,0.4
410,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:48:40.145,2022-07-12 00:48:45.045,50,5.0
411,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:48:46.796,2022-07-12 00:48:51.696,50,5.0
412,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:48:54.584,2022-07-12 00:48:58.384,39,3.9
413,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:49:02.714,2022-07-12 00:49:05.114,25,2.5
414,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:49:10.737,2022-07-12 00:49:12.037,14,1.4000000000000001
415,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:49:18.634,2022-07-12 00:49:18.634,1,0.1
416,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:49:27.367,2022-07-12 00:49:32.267,50,5.0
417,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:49:34.708,2022-07-12 00:49:39.008,44,4.3999999999999995
418,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:49:42.699,2022-07-12 00:49:45.799,32,3.2
419,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:49:50.587,2022-07-12 00:49:52.687,22,2.2
420,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:49:58.730,2022-07-12 00:49:59.330,7,0.7
421,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:50:15.827,2022-07-12 00:50:20.727,50,5.0
422,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:50:22.836,2022-07-12 00:50:27.336,46,4.6
423,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:50:30.952,2022-07-12 00:50:34.252,34,3.4
424,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:50:38.906,2022-07-12 00:50:40.906,21,2.1
425,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:50:46.896,2022-07-12 00:50:47.996,12,1.2000000000000002
426,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:50:56.424,2022-07-12 00:51:01.324,50,5.0
427,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:51:03.048,2022-07-12 00:51:07.948,50,5.0
428,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:51:10.863,2022-07-12 00:51:14.563,38,3.8000000000000003
429,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:51:18.948,2022-07-12 00:51:21.348,25,2.5
430,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:51:26.816,2022-07-12 00:51:28.016,13,1.3
431,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:51:36.856,2022-07-12 00:51:41.756,50,5.0
432,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:51:43.448,2022-07-12 00:51:48.348,50,5.0
433,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:51:51.236,2022-07-12 00:51:55.136,40,4.0
434,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:51:59.201,2022-07-12 00:52:01.901,28,2.8000000000000003
435,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:52:07.111,2022-07-12 00:52:08.511,15,1.5
436,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:52:15.119,2022-07-12 00:52:16.419,14,1.4000000000000001
437,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:52:23.255,2022-07-12 00:52:23.255,1,0.1
438,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:52:32.972,2022-07-12 00:52:37.872,50,5.0
439,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:52:39.609,2022-07-12 00:52:44.509,50,5.0
440,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:52:47.696,2022-07-12 00:52:51.396,38,3.8000000000000003
441,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:52:55.616,2022-07-12 00:52:57.816,23,2.3000000000000003
442,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:53:03.651,2022-07-12 00:53:04.551,10,1.0
443,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:53:13.056,2022-07-12 00:53:17.956,50,5.0
444,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:53:19.759,2022-07-12 00:53:24.559,49,4.8999999999999995
445,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:53:27.876,2022-07-12 00:53:31.376,36,3.6
446,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:53:35.908,2022-07-12 00:53:38.208,24,2.4
447,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:53:43.747,2022-07-12 00:53:44.747,11,1.1
448,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:53:53.254,2022-07-12 00:53:58.154,50,5.0
449,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:54:00.003,2022-07-12 00:54:04.903,50,5.0
450,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:54:07.775,2022-07-12 00:54:11.575,39,3.9
451,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:54:15.782,2022-07-12 00:54:18.482,28,2.8000000000000003
452,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:54:23.963,2022-07-12 00:54:26.363,25,2.5
453,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:54:32.064,2022-07-12 00:54:33.064,11,1.1
454,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:54:41.336,2022-07-12 00:54:46.236,50,5.0
455,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:54:48.044,2022-07-12 00:54:52.844,49,4.8999999999999995
456,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:54:56.093,2022-07-12 00:54:59.493,35,3.5
457,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:55:04.088,2022-07-12 00:55:06.188,22,2.2
458,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:55:11.936,2022-07-12 00:55:12.836,10,1.0
459,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:55:21.168,2022-07-12 00:55:26.068,50,5.0
460,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:55:28.258,2022-07-12 00:55:33.058,49,4.8999999999999995
461,3. 소성가공 예지보전 AI 데이터셋\3. 소성가공 예지보전 AI 데이터셋\press_data_normal.csv,0,2022-07-12 00:55:36.468,2022-07-12 00:55:39.768,34,3.4
